CLASSES,REGION-CONTINENTE,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD
FOLIAGE,123.0,136.0,9,0.0,0.0,0.5555555,1.0962964,0.6666666,1.3333331
FOLIAGE,36.0,145.0,9,0.0,0.0,0.2777778,0.19629629,1.2777778,2.0629628
FOLIAGE,133.0,102.0,9,0.0,0.11111111,22.055555,374.5964,29.888887,488.02975
FOLIAGE,70.0,98.0,9,0.11111111,0.0,1.2222221,1.7185185,1.7777777,1.3185183
FOLIAGE,81.0,122.0,9,0.0,0.11111111,7.388889,64.95186,4.8333335,42.255566
FOLIAGE,49.0,95.0,9,0.0,0.0,1.6666665,5.911111,3.0,3.2888885
FOLIAGE,20.0,137.0,9,0.0,0.0,0.11111113,0.029629631,0.27777782,0.018518519
FOLIAGE,95.0,141.0,9,0.0,0.0,0.72222215,0.24074078,0.72222215,0.1518519
FOLIAGE,55.0,108.0,9,0.0,0.0,6.3888893,22.507414,3.388889,10.107411
FOLIAGE,18.0,142.0,9,0.0,0.0,0.77777773,0.65185183,0.2777778,0.15185186
FOLIAGE,96.0,96.0,9,0.0,0.0,1.0,1.5111109,0.8333333,0.29999986
FOLIAGE,19.0,145.0,9,0.0,0.0,0.88888884,1.674074,2.111111,4.3851857
FOLIAGE,3.0,78.0,9,0.0,0.11111111,14.833332,356.16672,43.333332,662.35547
FOLIAGE,50.0,109.0,9,0.0,0.0,2.222222,1.2296311,1.9999996,5.911112
FOLIAGE,41.0,77.0,9,0.11111111,0.0,1.777778,0.6518514,1.611111,1.5740745
FOLIAGE,60.0,132.0,9,0.0,0.0,0.11111113,0.029629637,0.22222222,0.029629637
FOLIAGE,100.0,111.0,9,0.0,0.0,3.7222223,20.951847,4.111111,19.496296
FOLIAGE,37.0,76.0,9,0.0,0.0,1.777778,0.9185186,1.8333334,1.8111115
FOLIAGE,2.0,88.0,9,0.0,0.0,3.611111,7.218519,2.4999998,5.855556
FOLIAGE,139.0,121.0,9,0.0,0.0,1.0555555,0.41851884,1.1666666,0.83333385
FOLIAGE,31.0,96.0,9,0.0,0.0,2.3333333,3.6,2.7777777,6.162962
FOLIAGE,26.0,137.0,9,0.0,0.0,0.055555563,0.018518524,0.11111113,0.029629637
FOLIAGE,68.0,107.0,9,0.11111111,0.0,1.111111,3.1407404,1.111111,2.5629632
FOLIAGE,130.0,102.0,9,0.0,0.0,7.277778,73.7963,9.444444,90.91857
FOLIAGE,127.0,81.0,9,0.0,0.0,24.33333,442.17786,22.111109,263.09634
FOLIAGE,74.0,129.0,9,0.0,0.0,0.22222222,0.029629637,0.11111111,0.029629635
FOLIAGE,75.0,98.0,9,0.0,0.0,3.9444444,45.84074,4.6666665,39.288876
FOLIAGE,39.0,77.0,9,0.11111111,0.0,1.8333334,1.811111,2.388889,0.7740743
FOLIAGE,49.0,116.0,9,0.0,0.0,1.3333334,0.31111145,2.111111,1.3185191
FOLIAGE,31.0,68.0,9,0.0,0.0,27.944443,203.35188,18.277777,338.64075
FOLIAGE,94.0,144.0,9,0.0,0.0,0.44444442,0.118518494,0.49999997,0.1666667
FOLIAGE,75.0,131.0,9,0.0,0.0,0.22222222,0.029629637,0.33333334,0.04444442
FOLIAGE,122.0,123.0,9,0.0,0.0,0.6111111,0.374074,0.49999997,0.21111104
GRASS,110.0,189.0,9,0.0,0.0,1.0000004,0.66666675,1.2222223,1.1863422
GRASS,86.0,187.0,9,0.0,0.0,1.1111108,0.7200825,1.4444445,0.750309
GRASS,225.0,244.0,9,0.0,0.0,3.3888886,2.1951127,2.9999998,1.5202343
GRASS,47.0,232.0,9,0.0,0.0,1.2777778,1.254621,1.0,0.8944273
GRASS,97.0,186.0,9,0.0,0.0,1.1666671,0.6912147,1.1666671,1.0055404
GRASS,157.0,221.0,9,0.0,0.0,1.0555555,0.6469299,1.2222222,0.6206328
GRASS,62.0,224.0,9,0.0,0.0,0.9444445,1.083547,2.3333335,1.6329932
GRASS,27.0,248.0,9,0.11111111,0.0,1.611111,0.6469295,3.1666667,1.7224005
GRASS,44.0,233.0,9,0.0,0.0,2.2222219,2.1464872,2.111111,1.3277657
GRASS,17.0,229.0,9,0.0,0.0,2.1111114,1.9851303,2.4444447,1.6147469
GRASS,32.0,240.0,9,0.0,0.0,1.2777776,1.540803,2.2777777,1.7051125
GRASS,55.0,209.0,9,0.11111111,0.0,1.8333331,1.2952907,1.3888888,0.99814624
GRASS,138.0,203.0,9,0.0,0.0,1.666667,1.6465453,2.2777781,1.8787308
GRASS,90.0,189.0,9,0.0,0.0,0.88888884,0.7793635,1.0555555,0.82775915
GRASS,245.0,238.0,9,0.11111111,0.0,1.6666665,2.5385911,2.3333333,2.4404008
GRASS,58.0,217.0,9,0.0,0.0,1.3888888,1.06284,1.6666665,1.3498971
GRASS,146.0,201.0,9,0.0,0.0,0.61111087,0.32773054,1.0555555,0.8004625
GRASS,19.0,184.0,9,0.0,0.0,0.5555555,0.34426498,0.8333333,0.62360954
GRASS,245.0,176.0,9,0.0,0.0,1.0000006,0.516398,1.0,0.5577736
GRASS,228.0,182.0,9,0.11111111,0.0,0.88888854,0.68853056,0.7777775,0.6554615
GRASS,80.0,203.0,9,0.0,0.0,1.3888887,0.74286735,1.9444443,1.5263122
GRASS,184.0,197.0,9,0.0,0.0,3.0555553,3.2551951,4.5555553,2.7460418
GRASS,85.0,223.0,9,0.11111111,0.0,1.7777776,1.0470417,1.9444445,1.5116831
GRASS,162.0,237.0,9,0.11111111,0.0,2.2777777,1.1434193,2.6666667,2.564718
GRASS,116.0,245.0,9,0.0,0.0,2.277778,1.1626909,2.2777777,1.496911
GRASS,44.0,187.0,9,0.0,0.0,1.4444448,0.3442649,0.8333335,1.0274024
GRASS,215.0,219.0,9,0.0,0.0,2.5555556,2.2377238,3.2222223,2.491467
GRASS,200.0,250.0,9,0.0,0.0,2.2777777,1.420746,1.4444445,1.0255988
GRASS,114.0,238.0,9,0.0,0.0,1.666667,1.1352924,1.4444445,1.0680548
GRASS,30.0,251.0,9,0.0,0.0,2.444444,1.8816857,8.0,1.6055425
GRASS,34.0,164.0,9,0.0,0.0,0.888889,0.40368673,1.2777778,0.49065349
GRASS,102.0,203.0,9,0.0,0.0,0.6666665,0.760117,1.3333331,0.8944272
GRASS,217.0,245.0,9,0.11111111,0.11111111,3.1666667,3.0166214,2.1666667,1.2427571
GRASS,163.0,210.0,9,0.0,0.0,1.5555555,0.5443307,1.4999999,0.9603243
GRASS,4.0,188.0,9,0.0,0.0,1.5555555,0.68853056,2.333333,0.7601162
GRASS,34.0,169.0,9,0.0,0.0,0.8333333,0.5055251,1.6111112,0.8798151
GRASS,47.0,209.0,9,0.0,0.0,1.7222222,1.2895589,1.388889,0.92895794
GRASS,158.0,195.0,9,0.0,0.0,2.4444442,2.3444183,2.8333333,1.7224011
GRASS,176.0,233.0,9,0.11111111,0.0,1.4444443,1.1482676,2.611111,1.90224
GRASS,223.0,185.0,9,0.0,0.0,0.5,0.34960312,2.3888886,2.0807757
GRASS,10.0,223.0,9,0.11111111,0.0,1.5000001,1.0697871,3.555556,2.9489486
GRASS,166.0,222.0,9,0.0,0.0,1.5555555,0.83444345,1.1666665,0.6236094
GRASS,175.0,212.0,9,0.11111111,0.0,1.0000001,0.666667,1.8333334,1.345775
GRASS,88.0,211.0,9,0.22222222,0.0,1.388889,0.87981474,2.4444444,1.4555134
GRASS,170.0,226.0,9,0.0,0.0,1.5555553,1.4246508,2.3888888,1.2895594
GRASS,75.0,226.0,9,0.0,0.0,2.2222226,0.6554613,1.611111,1.0201668
GRASS,2.0,198.0,9,0.11111111,0.0,0.888889,0.6206327,1.9444448,1.3567389
GRASS,85.0,225.0,9,0.0,0.0,1.5,1.0055401,1.6111113,1.2895594
GRASS,47.0,215.0,9,0.0,0.0,3.1111114,1.7847089,3.3888893,2.4075494
GRASS,156.0,181.0,9,0.0,0.0,0.49999985,0.34960297,1.4999999,0.50552523
GRASS,57.0,229.0,9,0.0,0.0,2.7222226,2.0593057,3.4444447,1.4089648
GRASS,29.0,195.0,9,0.0,0.0,0.44444433,0.40368652,0.61111087,0.6804136
GRASS,8.0,199.0,9,0.0,0.0,1.6666671,0.78881073,1.3888893,0.71232533
GRASS,135.0,211.0,9,0.0,0.0,1.8888885,1.3277655,2.1666663,1.1498789
GRASS,103.0,174.0,9,0.11111111,0.0,1.4444447,1.1674602,1.6666666,1.2649112
GRASS,34.0,242.0,9,0.0,0.0,1.611111,1.638653,2.4444447,1.1088866
GRASS,197.0,156.0,9,0.0,0.0,0.9444439,0.49065349,2.0555558,1.705112
GRASS,35.0,167.0,9,0.0,0.0,1.611111,0.9289586,1.5,1.130388
GRASS,129.0,176.0,9,0.0,0.0,1.4444443,0.65546167,2.722222,1.5408025
GRASS,29.0,184.0,9,0.0,0.0,1.6111107,1.0628402,2.6666667,1.8973663
GRASS,46.0,238.0,9,0.0,0.0,1.0555557,0.8277594,2.166667,1.8226967
GRASS,207.0,172.0,9,0.0,0.0,1.0000004,0.29814267,1.6666673,0.9189365
GRASS,182.0,197.0,9,0.11111111,0.0,2.166667,0.69121456,2.3888888,1.5834798
GRASS,145.0,170.0,9,0.0,0.0,1.277778,0.57413363,1.222222,0.86066276
GRASS,106.0,193.0,9,0.0,0.0,1.0555557,0.9525794,0.888889,0.6206331
GRASS,100.0,155.0,9,0.0,0.0,0.49999967,0.45946836,0.8333333,0.349603
GRASS,91.0,247.0,9,0.0,0.0,2.6666665,1.2472191,2.222222,1.4246507
GRASS,73.0,164.0,9,0.0,0.0,0.94444436,0.5741329,1.888889,1.0470407
GRASS,170.0,185.0,9,0.0,0.0,0.611111,0.44305348,1.4444447,1.0470417
GRASS,144.0,169.0,9,0.0,0.0,1.1111107,0.77936363,1.3888884,0.74286735
GRASS,11.0,163.0,9,0.0,0.0,1.0555553,0.928958,2.5000002,1.3123353
GRASS,164.0,202.0,9,0.11111111,0.0,1.4999999,1.8226964,1.6111112,0.82775855
GRASS,230.0,162.0,9,0.0,0.0,1.6666666,1.0749676,0.9444442,0.5741337
GRASS,249.0,207.0,9,0.22222222,0.0,2.7222226,0.9289574,0.888889,0.27216536
GRASS,97.0,176.0,9,0.0,0.0,0.77777797,0.6554612,2.3888893,1.3066785
GRASS,42.0,244.0,9,0.11111111,0.0,1.111111,1.4707015,1.1111112,1.2590414
GRASS,210.0,232.0,9,0.0,0.0,1.8333335,1.2064636,1.4999999,1.7224014
GRASS,10.0,196.0,9,0.0,0.0,1.2222217,1.0470414,0.9999997,0.8432735
GRASS,238.0,162.0,9,0.22222222,0.0,0.94444466,0.7123257,2.666667,0.73029745
GRASS,115.0,182.0,9,0.0,0.0,0.5555558,1.0470418,0.7222228,1.1434194
GRASS,242.0,183.0,9,0.0,0.0,1.4999999,0.9368979,2.1666667,1.798147
GRASS,72.0,235.0,9,0.11111111,0.0,2.8333328,1.7480147,5.277778,3.1369953
GRASS,169.0,199.0,9,0.0,0.0,1.277778,0.4430534,1.277778,1.041722
GRASS,76.0,198.0,9,0.0,0.0,1.7777778,1.2049282,1.5000001,0.69121444
GRASS,120.0,227.0,9,0.0,0.0,1.4444442,1.186342,1.8888887,0.80737346
GRASS,212.0,239.0,9,0.0,0.0,1.9444443,1.4516913,2.3333333,2.8205595
GRASS,4.0,208.0,9,0.11111111,0.0,2.3333333,1.7638342,2.4444444,1.6953101
GRASS,221.0,195.0,9,0.0,0.0,1.2222223,1.408966,2.9444447,1.5263131
GRASS,252.0,181.0,9,0.0,0.0,0.9999997,0.6324556,2.055555,2.037609
GRASS,154.0,249.0,9,0.0,0.0,3.5,2.306994,4.5555553,3.5381527
GRASS,23.0,219.0,9,0.0,0.0,1.4999999,1.0055401,1.7222223,0.9289575
GRASS,196.0,241.0,9,0.0,0.0,1.5555557,1.1287489,1.1666667,1.206464
GRASS,215.0,235.0,9,0.0,0.0,1.388889,1.06284,1.0555557,0.49065349
GRASS,51.0,237.0,9,0.11111111,0.0,2.5555556,2.5356712,2.3333333,1.2292727
GRASS,244.0,193.0,9,0.0,0.0,2.0555556,2.225275,3.8888886,3.631141
GRASS,232.0,175.0,9,0.0,0.0,1.1666669,0.62360954,2.8333333,2.1679492
GRASS,140.0,161.0,9,0.0,0.0,0.27777767,0.3277306,0.7777777,0.6206328
GRASS,38.0,241.0,9,0.0,0.0,2.055556,0.5741337,1.5555559,1.4246509
GRASS,158.0,151.0,9,0.0,0.0,0.38888898,0.38968158,4.4444447,4.0423675
GRASS,37.0,196.0,9,0.0,0.0,1.2777777,0.9981464,1.3333334,0.81649673
GRASS,183.0,157.0,9,0.0,0.0,0.6666667,0.4216376,2.1111114,0.62063295
GRASS,132.0,223.0,9,0.0,0.0,2.1111112,0.72008204,1.7777777,0.9349196
GRASS,222.0,189.0,9,0.0,0.0,0.833333,1.0055403,1.0000006,1.1925697
GRASS,48.0,173.0,9,0.0,0.0,1.1666666,1.0697874,1.4444447,1.6420407
GRASS,136.0,216.0,9,0.11111111,0.0,2.7777774,1.3277673,2.7222226,2.984528
GRASS,44.0,162.0,9,0.0,0.0,0.88888836,0.4554205,1.9444447,1.3567389
GRASS,99.0,160.0,9,0.0,0.0,2.0,0.84327424,3.055555,2.3609476
GRASS,68.0,172.0,9,0.0,0.0,1.0555553,1.0628396,2.3333337,1.6996722
GRASS,112.0,201.0,9,0.0,0.0,2.833333,1.2952907,3.111111,1.7847089
GRASS,212.0,160.0,9,0.0,0.0,1.4444441,1.2938602,1.4444443,1.7722135
GRASS,115.0,156.0,9,0.0,0.0,0.3888887,0.38968167,1.0555553,0.6469302
GRASS,200.0,215.0,9,0.0,0.0,1.5555559,0.95839405,4.722222,2.6450515
GRASS,252.0,194.0,9,0.0,0.0,2.1666667,0.7817362,2.055556,2.0266738
GRASS,119.0,181.0,9,0.11111111,0.0,0.7777774,0.7503084,3.277777,1.6113026
GRASS,235.0,249.0,9,0.0,0.11111111,1.6111113,2.4259405,2.666667,1.5055449
GRASS,221.0,201.0,9,0.11111111,0.0,1.4444443,1.1287485,2.4444447,0.8344436
GRASS,205.0,204.0,9,0.0,0.0,1.555555,0.9583939,1.8888887,1.7722135
GRASS,124.0,201.0,9,0.0,0.0,1.944445,1.9597805,2.0555556,1.306678
GRASS,94.0,246.0,9,0.0,0.0,2.3333333,1.6193275,2.7222223,0.77220213
GRASS,145.0,152.0,9,0.0,0.0,0.72222203,1.1434193,2.7777774,1.1088861
GRASS,71.0,187.0,9,0.0,0.0,2.0,1.6329935,3.555555,1.8698399
GRASS,4.0,248.0,9,0.0,0.0,3.333334,1.8135293,3.2222226,1.2590408
GRASS,28.0,162.0,9,0.11111111,0.0,1.1666666,0.6236098,1.4444443,1.3277662
GRASS,63.0,158.0,9,0.11111111,0.0,0.99999934,1.0540929,1.888889,1.29386
GRASS,9.0,180.0,9,0.0,0.0,1.166667,0.7226493,1.1666673,0.9831922
GRASS,234.0,161.0,9,0.0,0.0,0.888889,0.501849,1.6111113,1.4050179
GRASS,52.0,170.0,9,0.0,0.0,0.55555564,0.4554201,0.94444436,0.38968262
GRASS,168.0,209.0,9,0.0,0.0,1.3333334,0.6666665,0.7222217,0.7123257
GRASS,153.0,204.0,9,0.11111111,0.0,2.388889,1.6920295,3.3333333,1.3824291
GRASS,47.0,175.0,9,0.0,0.0,1.3333327,0.78881073,1.166666,0.88819396
GRASS,238.0,211.0,9,0.11111111,0.0,1.0555559,0.49065375,1.6111113,1.2546215
GRASS,214.0,246.0,9,0.0,0.0,2.8333328,1.9177537,2.9999993,1.988857
GRASS,75.0,240.0,9,0.0,0.0,2.4444444,1.9512578,2.1111114,1.3608272
GRASS,160.0,168.0,9,0.0,0.0,1.5,1.1498789,0.6666663,0.47140402
GRASS,212.0,235.0,9,0.0,0.0,1.4444447,1.4555132,1.944445,2.2648687
GRASS,215.0,190.0,9,0.11111111,0.0,1.388889,1.0417223,2.6111114,1.8429048
GRASS,8.0,226.0,9,0.0,0.0,2.8888886,1.9851301,1.111111,0.4554203
GRASS,204.0,156.0,9,0.0,0.0,0.5000003,0.27888626,1.9999996,0.55777323
GRASS,117.0,224.0,9,0.0,0.0,3.0555556,2.5596585,3.0555556,3.0215273
GRASS,145.0,248.0,9,0.0,0.0,2.0555553,1.7180947,2.111111,1.3770607
GRASS,119.0,169.0,9,0.0,0.0,1.166667,0.98319227,0.9999997,0.91893625
GRASS,111.0,246.0,9,0.0,0.0,3.166667,2.0949678,5.833334,4.113663
GRASS,240.0,190.0,9,0.0,0.0,1.5555553,0.75030917,1.3333334,1.0954453
GRASS,207.0,215.0,9,0.0,0.0,3.222222,2.0403335,2.4999998,1.6158936
GRASS,49.0,240.0,9,0.0,0.11111111,3.0555553,1.638654,2.0555556,1.7437719
GRASS,115.0,183.0,9,0.0,0.0,1.055555,0.7722019,4.722222,1.0201681
GRASS,222.0,194.0,9,0.0,0.0,2.2777774,1.1434193,2.2777777,1.4207466
GRASS,24.0,215.0,9,0.22222222,0.0,0.8333333,0.80966425,2.5555556,1.2590423
GRASS,114.0,242.0,9,0.0,0.0,2.7222223,2.4532676,4.6666675,1.9206476
GRASS,206.0,233.0,9,0.0,0.0,1.388889,1.5408032,1.7222227,0.82775885
GRASS,90.0,237.0,9,0.0,0.0,2.4444444,1.327766,2.7222216,2.678446
GRASS,236.0,240.0,9,0.0,0.0,2.5555553,1.6688874,3.3888886,2.4532666
GRASS,116.0,203.0,9,0.0,0.0,3.0555553,1.9484084,2.9444437,1.7564695
GRASS,242.0,164.0,9,0.11111111,0.0,0.38888898,0.534027,3.222223,1.0470421
GRASS,200.0,245.0,9,0.11111111,0.0,1.4999999,0.9222229,1.0555552,0.5074078
GRASS,251.0,215.0,9,0.11111111,0.0,1.5000001,2.0333328,2.777778,2.518517
GRASS,153.0,208.0,9,0.0,0.0,2.4444444,2.429628,1.9444442,3.0851858
GRASS,245.0,249.0,9,0.0,0.0,2.0,1.2888895,1.4999999,0.61111146
GRASS,101.0,197.0,9,0.0,0.0,3.5555553,7.54074,4.9444447,6.418518
GRASS,224.0,242.0,9,0.0,0.0,1.8888888,0.829629,2.222222,3.2740743
GRASS,192.0,239.0,9,0.11111111,0.0,2.4999998,2.4333322,2.277778,1.3074071
GRASS,217.0,208.0,9,0.0,0.0,2.5000002,2.1666656,2.6666667,2.4444458
GRASS,197.0,229.0,9,0.0,0.0,1.3888885,1.5740727,1.1666662,0.5666664
GRASS,21.0,216.0,9,0.11111111,0.0,3.833333,0.69999796,0.8333333,0.47777775
GRASS,142.0,208.0,9,0.0,0.0,1.9444442,2.6407385,2.4999995,1.3222219
GRASS,94.0,215.0,9,0.0,0.0,3.1111114,5.0962954,1.6111113,1.1296293
GRASS,233.0,211.0,9,0.11111111,0.0,2.6666667,6.0888896,1.6666666,1.7333333
GRASS,72.0,191.0,9,0.11111111,0.0,1.2777777,0.5074075,3.1111114,4.6074066
GRASS,160.0,210.0,9,0.0,0.0,1.611111,1.129629,1.222222,1.0074075
GRASS,39.0,246.0,9,0.11111111,0.0,2.277778,3.2629633,1.8333334,2.4333339
GRASS,34.0,196.0,9,0.0,0.0,1.3888888,2.0185175,2.3888886,1.2185196
GRASS,214.0,236.0,9,0.0,0.0,0.5,0.25555578,3.7777774,1.3629639
GRASS,159.0,180.0,9,0.11111111,0.0,1.5555557,0.87407404,3.277778,3.3962972
GRASS,60.0,181.0,9,0.11111111,0.0,1.6666666,1.2000005,2.6666667,2.0888875
GRASS,20.0,248.0,9,0.0,0.0,1.8333335,0.8333331,1.6666669,1.5999992
GRASS,197.0,236.0,9,0.0,0.0,2.4444444,6.829628,3.3333333,7.599998
GRASS,174.0,178.0,9,0.0,0.0,1.388889,2.6851842,5.0,10.4
GRASS,116.0,245.0,9,0.11111111,0.0,1.3888888,0.5518514,2.222222,3.940739
GRASS,115.0,202.0,9,0.11111111,0.0,1.611111,0.24074046,2.388889,2.596295
GRASS,21.0,232.0,9,0.0,0.0,2.3888888,2.6851852,2.277778,2.3740737
GRASS,244.0,211.0,9,0.0,0.0,1.6666666,1.3333334,2.0000002,2.311112
GRASS,163.0,177.0,9,0.11111111,0.0,1.1666673,0.7,2.5,0.7888896
GRASS,188.0,186.0,9,0.0,0.0,0.88888836,0.1629624,0.77777797,0.2074075
GRASS,86.0,194.0,9,0.0,0.0,1.777778,1.2740743,1.8888888,0.38518524
GRASS,116.0,211.0,9,0.0,0.0,1.722222,1.1296293,1.6111113,1.7074069
GRASS,146.0,238.0,9,0.0,0.0,2.0555556,0.59629667,2.6666665,1.8666656
GRASS,128.0,175.0,9,0.0,0.0,2.1666667,4.2111096,2.7222214,4.3296275
GRASS,164.0,178.0,9,0.22222222,0.0,1.3888887,0.86296487,2.5000002,1.4555563
GRASS,202.0,208.0,9,0.0,0.0,1.7222223,1.3962964,1.8333334,3.0555542
GRASS,111.0,235.0,9,0.0,0.0,1.6111107,1.3074071,2.7222216,2.5518525
GRASS,45.0,185.0,9,0.11111111,0.0,2.1666663,3.7222214,1.9444442,2.6851857
GRASS,80.0,184.0,9,0.0,0.0,3.444444,11.851854,4.166667,5.8555503
GRASS,196.0,182.0,9,0.0,0.0,1.1666664,0.43333244,0.6111107,0.37407404
GRASS,6.0,217.0,9,0.0,0.0,2.111111,5.0962963,3.944444,12.50741
GRASS,26.0,211.0,9,0.0,0.0,1.6666666,1.4666667,1.6666669,1.8222221
GRASS,117.0,246.0,9,0.0,0.0,2.277778,5.6185174,2.6666665,5.866666
GRASS,162.0,227.0,9,0.0,0.0,1.3888888,0.99629617,3.1666667,8.611113
GRASS,225.0,222.0,9,0.11111111,0.0,1.5,0.4777781,1.7777778,1.7185186
GRASS,71.0,180.0,9,0.11111111,0.0,1.222222,0.5629625,3.0,1.8666646
GRASS,192.0,157.0,9,0.0,0.0,1.0555559,0.5074076,0.77777797,0.16296285
PATH,165.0,186.0,9,0.0,0.0,2.5555546,1.5729187,2.0,1.173788
PATH,64.0,176.0,9,0.0,0.0,2.3333328,0.91893756,1.0000006,0.91893756
PATH,200.0,189.0,9,0.0,0.0,1.1111113,1.0886619,3.1666667,1.0055408
PATH,135.0,185.0,9,0.11111111,0.0,2.2222214,2.8100352,2.2777793,1.2895584
PATH,183.0,185.0,9,0.0,0.0,2.8888881,1.4246495,5.777777,5.556445
PATH,253.0,192.0,9,0.0,0.0,2.1666667,2.0083156,2.5555553,1.5444032
PATH,54.0,176.0,9,0.0,0.0,2.1111126,0.68853056,2.6666672,2.6915512
PATH,86.0,179.0,9,0.0,0.0,2.0,1.2823589,3.555556,3.0743864
PATH,250.0,196.0,9,0.0,0.0,1.4999994,1.5018506,2.2777767,1.2186811
PATH,237.0,192.0,9,0.11111111,0.0,0.8333333,0.54772305,4.3888893,3.5239923
PATH,214.0,194.0,9,0.0,0.0,1.222222,1.0255985,3.2222226,1.6953099
PATH,160.0,187.0,9,0.11111111,0.0,2.6111119,1.9369694,5.1111107,3.5381508
PATH,201.0,191.0,9,0.0,0.0,1.0000006,0.76011723,2.944444,1.0201671
PATH,217.0,195.0,9,0.0,0.0,4.2222233,3.284081,2.3888893,2.102027
PATH,185.0,188.0,9,0.0,0.0,1.7777767,1.1287484,1.9999994,1.2472184
PATH,65.0,176.0,9,0.0,0.0,2.8888886,1.4707015,1.5,1.1690452
PATH,251.0,195.0,9,0.0,0.0,2.944444,2.8784,3.833334,2.3546653
PATH,149.0,182.0,9,0.11111111,0.0,3.1111126,3.2087827,7.0,5.6489916
PATH,171.0,187.0,9,0.0,0.11111111,2.9444454,1.7309813,2.6666672,2.4312778
PATH,249.0,200.0,9,0.0,0.0,2.5555546,2.6218467,2.5,1.2064643
PATH,24.0,172.0,9,0.0,0.0,1.166667,0.9128703,9.777778,5.455545
PATH,129.0,184.0,9,0.11111111,0.0,2.222222,0.91084087,3.6111114,1.8186271
PATH,77.0,177.0,9,0.0,0.0,1.3333327,1.3333344,2.1666672,1.9748423
PATH,189.0,187.0,9,0.0,0.0,1.2222227,1.0036974,3.0555553,2.3890193
PATH,53.0,176.0,9,0.0,0.0,1.9444453,0.8798155,1.5555559,1.9962938
PATH,223.0,190.0,9,0.0,0.0,1.9999994,1.0327959,2.055556,1.4669192
PATH,188.0,190.0,9,0.0,0.0,1.9444447,0.9756285,2.055556,1.103865
PATH,205.0,190.0,9,0.0,0.0,1.2777773,0.9981452,1.6111107,1.1238158
PATH,214.0,195.0,9,0.0,0.0,0.8333333,0.6582802,2.0,0.9660913
PATH,147.0,182.0,9,0.0,0.0,2.2777786,1.7051128,2.9444447,1.5974519
PATH,70.0,177.0,9,0.0,0.0,2.166666,1.0697887,1.666666,1.173788
PATH,173.0,190.0,9,0.11111111,0.0,2.3333328,2.5647182,1.5555559,1.2049291
PATH,215.0,193.0,9,0.0,0.0,1.9999994,0.5163988,4.8333335,1.2952919
PATH,168.0,184.0,9,0.0,0.0,4.6666665,1.5202329,5.8333325,1.8104627
PATH,227.0,196.0,9,0.0,0.0,2.6111114,2.360949,3.5555565,1.6953094
PATH,202.0,193.0,9,0.0,0.0,1.111112,0.7503075,3.3888881,2.489236
PATH,185.0,186.0,9,0.0,0.0,2.1666667,1.8589127,2.9999993,1.3498974
PATH,248.0,200.0,9,0.0,0.0,1.388888,0.9525792,1.777778,1.1674607
PATH,253.0,201.0,9,0.0,0.0,2.9999993,2.6915498,2.8333328,2.3357134
PATH,252.0,201.0,9,0.0,0.0,4.6111107,5.495115,5.5555553,5.795274
PATH,228.0,191.0,9,0.0,0.0,1.4444447,0.6206325,2.3333328,1.1925693
PATH,102.0,179.0,9,0.11111111,0.0,1.8333334,1.5311582,2.4444447,1.8816848
PATH,235.0,196.0,9,0.0,0.0,1.6666666,1.333334,2.222222,1.1482682
PATH,110.0,182.0,9,0.0,0.0,2.3888893,1.7940235,2.555556,1.5587274
PATH,209.0,191.0,9,0.0,0.11111111,3.0555553,2.3037815,5.722222,6.071487
PATH,235.0,195.0,9,0.0,0.0,1.8888887,2.0940824,2.9999988,1.7384534
PATH,236.0,193.0,9,0.0,0.0,2.6666653,1.6865476,4.0555553,3.2756124
PATH,180.0,186.0,9,0.11111111,0.0,1.5000013,1.7981453,1.9444441,1.7815933
PATH,181.0,186.0,9,0.11111111,0.0,2.9444454,2.7114286,2.0555553,1.6788442
PATH,132.0,182.0,9,0.0,0.0,0.8888893,0.655462,2.1111114,1.7722135
PATH,133.0,181.0,9,0.0,0.0,2.3888893,2.1645303,4.777777,2.8648567
PATH,227.0,195.0,9,0.11111111,0.0,2.5,2.2385526,3.5000007,2.8886762
PATH,142.0,183.0,9,0.11111111,0.0,1.0,0.8692275,1.5555553,1.4857352
PATH,167.0,190.0,9,0.0,0.0,3.055556,0.85418355,5.055556,2.784215
PATH,23.0,172.0,9,0.0,0.0,1.333334,0.8944272,9.166667,5.8566217
PATH,142.0,185.0,9,0.11111111,0.0,2.2777786,1.7690771,3.1111114,1.1674604
PATH,200.0,193.0,9,0.0,0.0,2.555556,2.0403337,4.6111107,3.5926886
PATH,178.0,185.0,9,0.0,0.0,2.6111119,1.8063676,3.1111114,2.2771008
PATH,233.0,197.0,9,0.0,0.11111111,3.8888874,2.78621,2.0,1.2649122
PATH,169.0,186.0,9,0.0,0.22222222,2.333334,1.659987,5.5000005,2.5188184
PATH,118.0,180.0,9,0.0,0.0,1.9444447,1.4819913,3.1111114,1.0886629
PATH,234.0,194.0,9,0.0,0.22222222,1.4444453,1.9512585,3.8333333,3.0894084
PATH,142.0,182.0,9,0.11111111,0.0,1.1111113,0.8344437,2.7777774,2.051197
PATH,240.0,195.0,9,0.0,0.0,1.8888887,1.1674597,1.8333346,1.709451
